UserID,PaymentRevenue
1674406393425-5856906255707988643,"26,08317478"
1674628303457-9222218989058997388,"2,938662107"
1674898526592-5637181093880508215,"26,5126393"
1674565061244-7643950636576331200,"6,097311214"
1674490202109-1847997242774128348,"22,82444515"
1674827120260-334965269442537877,"2,59853221"
1674803455972-5830885963274628299,"1,359789319"
1674492187574-3566686495192723287,"1,491074534"
1674803455972-5830885963274628299,"2,121423664"
1674803455972-5830885963274628299,"2,121423664"
1674803455972-5830885963274628299,"0,9245696929"
1674827120260-334965269442537877,"6,512639304"
1674827120260-334965269442537877,"2,59853221"
1674898526592-5637181093880508215,"26,5126393"
1674898332113-6091976971180822544,"1,99"
1674898526592-5637181093880508215,"2,59853221"
1674898526592-5637181093880508215,"6,512639304"
1674898526592-5637181093880508215,"13,03615113"
1674898526592-5637181093880508215,"2,59853221"
1674393455748-6983287166890626733,"2,063116753"
1674897013364-7056946044400739182,"13,03615113"
1674892211411-3775069943401891713,"13,03615113"
1674892211411-3775069943401891713,"6,512639304"
1674401187165-9117840579806039967,"3,122988485"
1674892211411-3775069943401891713,"13,03615113"
1674861067805-2440495202854666254,"25,01470252"
1674660292869-7849070555356402705,"26,08317478"
1674604606385-4524850387777685638,"3,051296224"
1674660292869-7849070555356402705,"13,03615113"
1674803455972-5830885963274628299,"2,121930958"
1674888698012-7266646074587870710,"8,842240569"
1674648424517-7231557803974844770,"1,193139448"
1674801664670-4174751118809999049,"6,512639304"
1674801664670-4174751118809999049,"6,512639304"
1674648424517-7231557803974844770,"5,965697241"
1674848990542-8879615924258934575,"5,869684012"
1674715728790-7809984652818246374,"19,99"
1674872005947-9126131042103717925,"6,512639304"
1674648424517-7231557803974844770,"2,991371045"
1674648424517-7231557803974844770,"5,965697241"
1674871168481-26252934452376392,"3,123286346"
1674413760226-5967902830288622555,"4,216215486"
1674413760226-5967902830288622555,"1,636883659"
1674813902686-6411402184811789644,"1,759535154"
1674813902686-6411402184811789644,"1,759535154"
1674860425117-1492175520775882019,"13,03615113"
1675203210460-126689856568953077,"8,415393045"
1675203210460-126689856568953077,"4,270498698"
1675203210460-126689856568953077,"16,95638897"
1674868639034-7948926705493230114,"2,927906946"
1675176500273-4444719992294364996,"5,878199934"
1675104424563-4546903881435940115,"4,99"
1675040101866-1646989841272123254,"1,170032268"
1675119159301-7350863178719072900,"3,07270828"
1675098880177-1485112726012337686,"5,911105566"
1675128406174-7387804525397584572,"3,072828802"
1674634050849-3816817757639854035,"4,145244609"
1674634050849-3816817757639854035,"4,145244609"
1674634050849-3816817757639854035,"4,145244609"
1674656156014-7242707091247864622,"13,02581262"
1675025832427-1517463830979540087,"2,598447455"
1675098880177-1485112726012337686,"3,633185425"
1675098880177-1485112726012337686,"3,63926159"
1674848990542-8879615924258934575,"3,63926159"
1674848990542-8879615924258934575,"3,63926159"
1674848990542-8879615924258934575,"3,633185425"
1674848990542-8879615924258934575,"3,63926159"
1675025832427-1517463830979540087,"6,508252116"
1674848990542-8879615924258934575,"3,633185425"
1674848990542-8879615924258934575,"3,633185425"
1674848990542-8879615924258934575,"3,63926159"
1675025832427-1517463830979540087,"6,512426885"
1674848990542-8879615924258934575,"3,63926159"
1674848990542-8879615924258934575,"3,63926159"
1675103609619-7742689268137113982,"6,508252116"
1675153967789-1718076266540800409,"1,99"
1674850265473-2431047325019494055,"1,176032882"
1674634050849-3816817757639854035,"4,145589444"
1675098880177-1485112726012337686,"1,765030986"
1674634050849-3816817757639854035,"6,908561083"
1674796225020-7306069584805652841,"2,234035423"
1675183925807-9079544887759391810,"2,16"
1674660292869-7849070555356402705,"3,897683104"
1674660292869-7849070555356402705,"13,02100302"
1675138237718-2608148549146998162,"4,99"
1675114010936-7980282461773874171,"2,16"
1675114010936-7980282461773874171,"5,42"
1675138237718-2608148549146998162,"49,99"
1675003006604-1079182027353953659,"5,323874229"
1675138237718-2608148549146998162,"2,99"
1675138237718-2608148549146998162,"4,99"
1675096628535-154551034427610234,"3,58268144"
1675098880177-1485112726012337686,"3,624138606"
1675098880177-1485112726012337686,"3,637543303"
1675138237718-2608148549146998162,"1,99"
1675098880177-1485112726012337686,"5,878199934"
1675138237718-2608148549146998162,"9,99"
1674669350356-804462191026024224,"1,197780114"
1674676310616-3639255522003146872,"2,855480251"
1674769805091-4896575581332021499,"3,05572314"
1675098880177-1485112726012337686,"5,878199934"
1674687564501-6402273028980797343,"5,213324245"
1675138237718-2608148549146998162,"9,99"
1675138237718-2608148549146998162,"4,99"
1675138237718-2608148549146998162,"1,99"
1675096628535-154551034427610234,"6,926517451"
1675096628535-154551034427610234,"2,05878127"
1675169543365-1478082372649530598,"2,298707225"
1674956758161-1236452385091997338,"1,171019706"
1674956758161-1236452385091997338,"3,047779168"
1674565061244-7643950636576331200,"12,13297596"
1675119159301-7350863178719072900,"5,861199601"
1675163856188-923314679164038043,"6,483104964"
1675055160872-1149053871800828357,"2,582103323"
1674634050849-3816817757639854035,"6,909803804"
1675144815243-5437949009930014487,"6,091642559"
1674801664670-4174751118809999049,"6,489988732"
1674648424517-7231557803974844770,"3,582471479"
1675109455713-601043545554384936,"2,440384676"
1675093581954-1021566614320197075,"3,046943451"
1674648424517-7231557803974844770,"1,19415716"
1674648424517-7231557803974844770,"1,19415716"
1674648424517-7231557803974844770,"1,791044776"
1674848990542-8879615924258934575,"3,046943451"
1674648424517-7231557803974844770,"3,582471479"
1674687564501-6402273028980797343,"5,223375904"
1674753411980-4645565177754640844,"6,86341861"
1675003604835-4725314230962467964,"1,170677328"
1675128985218-8523933873503887630,"1,170605262"
1674680808890-3614089488215839838,"13,01393653"
1674680808890-3614089488215839838,"6,501541267"
1674648424517-7231557803974844770,"1,192885291"
1674648424517-7231557803974844770,"5,964426456"
1675122760281-1252528311103033725,"2,123476091"
1675122760281-1252528311103033725,"1,361104883"
1675122760281-1252528311103033725,"8,848679253"
1675002705999-2799660225660200402,"1,403711395"
1675127052175-4393420202308559347,"3,414223007"
1674998441803-356917990529141089,"3,04706196"
1674854649401-8909520362931997654,"19,99"
1675122760281-1252528311103033725,"8,848679253"
1674628303457-9222218989058997388,"5,959006832"
1675008374493-2005069964362898019,"1,17074414"
1675203210460-126689856568953077,"1,657979543"
1674676206824-2520188768023781404,"1,182295101"
1674676206824-2520188768023781404,"3,076955263"
1674391335386-4168247061511941295,"1,944028492"
1674327961011-9017921583641272249,"2,99"
1674773701308-7395160097599603473,"4,237922953"
1674730974972-9133322658736432989,"0,9238305892"
1674761841029-8774419703011283196,"6,523988455"
1674604606385-4524850387777685638,"3,075192703"
1674406393425-5856906255707988643,"13,05218698"
1674652945997-434757405406216920,"2,94219916"
1674327961011-9017921583641272249,"49,99"
1674561960597-8518661322906684082,"6,073538364"
1674493884534-775772686989619850,"4,99"
1674493884534-775772686989619850,"4,99"
1674493884534-775772686989619850,"4,99"
1674493884534-775772686989619850,"4,99"
1674751627667-9055278498450699780,"1,178508182"
1674751627667-9055278498450699780,"1,178508182"
1674353022104-6179460686831546964,"1,484611734"
1674353022104-6179460686831546964,"1,484611734"
1674709713754-3238759763492470978,"1,48422447"
1674730428481-5173000769252660591,"2,119727792"
1674490202109-1847997242774128348,"22,85313545"
1674730428481-5173000769252660591,"0,9238305892"
1674490202109-1847997242774128348,"5,701849671"
1674490202109-1847997242774128348,"3,415011568"
1674730974972-9133322658736432989,"2,119727792"
1674561960597-8518661322906684082,"6,086724873"
1674561960597-8518661322906684082,"6,080307007"
1674561960597-8518661322906684082,"6,086724873"
1674736316768-4992314619766436390,"6,149280424"
1674730428481-5173000769252660591,"8,88735894"
1674731000252-845983727476076987,"3,073374601"
1674731385583-1572781573795906588,"2,606694515"
1674680808890-3614089488215839838,"6,526831926"
1674680808890-3614089488215839838,"4,025352082"
1674596481782-6395513657260827901,"13,09295012"
1674596481782-6395513657260827901,"6,541015113"
1674715728790-7809984652818246374,"9,99"
1674648424517-7231557803974844770,"1,194029851"
1674648424517-7231557803974844770,"5,970149254"
1674353022104-6179460686831546964,"1,488771737"
1674391335386-4168247061511941295,"19,39682516"
1674391335386-4168247061511941295,"4,84523614"
1674153879144-4911203523760981457,"3,919427916"
1674560041983-779359503535404097,"3,920540794"
1674766690939-2623162935677954317,"5,752078888"
1675140368683-8289446775406126225,"3,651356771"
1675203210460-126689856568953077,"1,657979543"
1674964914929-3332784112201064872,"1,400754361"
1675140368683-8289446775406126225,"2,003886203"
1674941884079-2494345536464805391,"3,34755028"
1675095260793-5175726995765825562,"1,99"
1675095260793-5175726995765825562,"4,99"
1675077529191-524799622150364329,"6,582048698"
1675077529191-524799622150364329,"13,1749555"
1675098880177-1485112726012337686,"5,923508329"
1675044163707-2085502629700665784,"8,465580334"
1674898332113-6091976971180822544,"4,99"
1675096662355-6094828701649063370,"10,52346639"
1675107580917-3347228137963636996,"1,99"
1675163856188-923314679164038043,"13,08923386"
1675095159466-8682862887522280943,"2,609113338"
1674756593110-4576436940910330415,"6,539158534"
1674939077787-5656430764492590875,"3,071984135"
1674939077787-5656430764492590875,"3,072102784"
1675025832427-1517463830979540087,"6,540707991"
1674939077787-5656430764492590875,"3,072102784"
1674939077787-5656430764492590875,"3,072102784"
1675084858769-3937778711640111719,"4,053452735"
1675096628535-154551034427610234,"3,582926687"
1675004950182-1978811662423873251,"13,07410477"
1674969750025-8659329499383401018,"2,16"
1675096662355-6094828701649063370,"5,255846248"
1674909701095-7587501899842961080,"1,489226246"
1674680808890-3614089488215839838,"6,521786469"
1675096306524-7475841299519052080,"1,414127059"
1675096306524-7475841299519052080,"1,414127059"
1675096306524-7475841299519052080,"1,414127059"
1674801664670-4174751118809999049,"13,03275036"
1674648424517-7231557803974844770,"2,993603412"
1674648424517-7231557803974844770,"3,582089552"
1674648424517-7231557803974844770,"3,582089552"
1674924514197-8669044748347147408,"5,614970811"
1674634050849-3816817757639854035,"4,146295599"
1674634050849-3816817757639854035,"4,146295599"
1674703988820-3512707949674015685,"10,86"
1674847741769-6359713928804463958,"10,86"
1674847741769-6359713928804463958,"5,42"
1675082176456-7792535587891387221,"1,381521263"
1674850265473-2431047325019494055,"1,180621488"
1674687564501-6402273028980797343,"5,23378808"
1675133503180-1768146006059635340,"7,428436959"
1674648424517-7231557803974844770,"3,582471479"
1674648424517-7231557803974844770,"3,582471479"
1674970750963-3190993960414896682,"6,506272742"
1674898332113-6091976971180822544,"1,99"
1674850265473-2431047325019494055,"3,092761826"
1675045601469-1772900846678291674,"1,499207027"
1675096628535-154551034427610234,"3,597104634"
1675107580917-3347228137963636996,"1,99"
1675084858769-3937778711640111719,"4,069950086"
1675084858769-3937778711640111719,"1,673124135"
1674761841029-8774419703011283196,"6,588426807"
1675004950182-1978811662423873251,"13,18785266"
1675004950182-1978811662423873251,"6,578730602"
1675004950182-1978811662423873251,"6,578730602"
1675084858769-3937778711640111719,"8,167304871"
1675084858769-3937778711640111719,"4,082485344"
1675084858769-3937778711640111719,"4,08632639"
1674847741769-6359713928804463958,"3,25"
1675084858769-3937778711640111719,"4,090606107"
1675084858769-3937778711640111719,"8,175329151"
1675084858769-3937778711640111719,"1,681615661"
1675138237718-2608148549146998162,"9,99"
1674761088469-5572492623777194094,"6,600914651"
1675149586419-8260700517257229670,"6,197976024"
1674784877841-1403539684334376968,"3,874967083"
1674970750963-3190993960414896682,"6,600507324"
1675119159301-7350863178719072900,"5,820470979"
1675119159301-7350863178719072900,"3,025713323"
1675119159301-7350863178719072900,"3,025713323"
1675119159301-7350863178719072900,"3,025713323"
1675025427364-6988004038846953518,"5,44"
1675114483815-6742225389169343637,"2,727139984"
1675025427364-6988004038846953518,"5,44"
1674953500653-797550947314334674,"1,098356772"
1674953500653-797550947314334674,"5,707147934"
1674970750963-3190993960414896682,"6,484649028"
1674878761201-5864858110139863926,"5,49"
1675137736331-9143754809592595535,"3,602422544"
1675096628535-154551034427610234,"2,074122071"
1675096628535-154551034427610234,"3,602422544"
1675096628535-154551034427610234,"6,964683585"
1674903868197-5784813166886788881,"1,194029851"
1674903868197-5784813166886788881,"2,993603412"
1674909701095-7587501899842961080,"1,496286804"
1675077529191-524799622150364329,"6,546376542"
1675104239129-6790929768934349014,"6,550098962"
1674850265473-2431047325019494055,"3,086336655"
1675104239129-6790929768934349014,"6,550098962"
1674991202583-4619592738301144133,"1,914771503"
1675096628535-154551034427610234,"3,562410822"
1675107496375-6997287803748075996,"3,08639409"
1674847741769-6359713928804463958,11
1675140368683-8289446775406126225,"3,594639889"
1675034348917-6037415638078437945,"1,380713279"
1675034348917-6037415638078437945,"3,34633049"
1675104239129-6790929768934349014,"6,485842672"
1675095159466-8682862887522280943,"2,587840398"
1675098880177-1485112726012337686,"12,22678503"
1674995380941-7535747179131067977,"1,66911833"
1675104239129-6790929768934349014,"6,485842672"
1675104239129-6790929768934349014,"2,587840398"
1675104239129-6790929768934349014,"3,88717449"
1675074112784-2348770293921433860,"12,90710702"
1675074112784-2348770293921433860,"6,448940532"
1675098880177-1485112726012337686,"3,59970081"
1675098880177-1485112726012337686,"3,59970081"
1675098880177-1485112726012337686,"3,59970081"
1675074112784-2348770293921433860,"12,90710702"
1674984821480-3381443419258436996,"12,02057553"
1675137689767-3192684835033167792,"3,168388341"
1675137689767-3192684835033167792,"3,168388341"
1675119159301-7350863178719072900,"1,744782731"
1675119159301-7350863178719072900,"1,162541553"
1675044163707-2085502629700665784,"2,509881416"
1675096628535-154551034427610234,"6,900164797"
1675055160872-1149053871800828357,"6,485849695"
1675104239129-6790929768934349014,"12,98251313"
1675074112784-2348770293921433860,"12,90710702"
1675114483815-6742225389169343637,"2,724204926"
1675160441592-3459186411664614638,"2,993603412"
1675045601469-1772900846678291674,"2,214301817"
1675008374493-2005069964362898019,"1,162699513"
1675203210460-126689856568953077,"4,234384543"
1675203210460-126689856568953077,"8,325360496"
1675119159301-7350863178719072900,"1,156237399"
1675106333473-55515122597745289,"1,380200092"
1675119159301-7350863178719072900,"12,13563708"
1675104239129-6790929768934349014,"12,91719635"
1675098880177-1485112726012337686,"1,162542455"
1675098880177-1485112726012337686,"1,744782731"
1672605281717-2675745204188121253,"9,99"
1672605281717-2675745204188121253,"4,99"
1672605281717-2675745204188121253,"2,99"
1672605281717-2675745204188121253,"4,99"
1672667005072-6030247780047621259,"1,99"
1672636727384-3862739007044586570,"4,99"
1672667005072-6030247780047621259,"9,99"
1672636727384-3862739007044586570,"4,99"
1672543171290-3749112578292991434,"4,99"
1672668358522-6376567430143497396,"1,99"
1672668358522-6376567430143497396,"9,99"
1672653908569-8633525734292758621,"4,99"
1672636727384-3862739007044586570,"4,99"
1672636727384-3862739007044586570,"4,99"
1672630623226-740172567942463478,"2,99"
1672624244453-2003083956820678595,"9,99"
1672619624657-4959497924906182729,"4,99"
1672725758250-368411423781320192,"4,99"
1672680199123-877706698388765476,"4,99"
1672680199123-877706698388765476,"1,99"
1672680199123-877706698388765476,"4,99"
1672680199123-877706698388765476,"4,99"
1672725758250-368411423781320192,"9,99"
1672640337716-3514894222003574030,"1,99"
1672640337716-3514894222003574030,"4,99"
1672636727384-3862739007044586570,"9,99"
1672605281717-2675745204188121253,"4,99"
1672605281717-2675745204188121253,"4,99"
1672605281717-2675745204188121253,"1,99"
1672653908569-8633525734292758621,"4,99"
1673542936766-8087092629709112870,"9,99"
1673148420397-8102460403526893360,"1,99"
1673410743016-6154795274608254002,"5,99"
1673229088373-377194311731405572,"1,99"
1673410743016-6154795274608254002,"4,99"
1673466183943-5538375550133318942,"9,99"
1673581683809-82971132644800864,"2,99"
1673421014682-8971237727557369210,"19,99"
1672845296746-6840090098293617802,"4,99"
1672804053631-4740002742240891755,"2,99"
1672725758250-368411423781320192,"19,99"
1672735653653-4786943694219551387,"1,99"
1672735653653-4786943694219551387,"4,99"
1672579382780-6842324984323762165,"4,99"
1672579382780-6842324984323762165,"4,99"
1672579382780-6842324984323762165,"4,99"
1672798771519-4608867612523403590,"1,99"
1673862363427-1116465871058439577,"1,99"
1673862363427-1116465871058439577,"4,99"
1673862363427-1116465871058439577,"4,99"
1673862363427-1116465871058439577,"2,99"
1673862363427-1116465871058439577,"4,99"
1673862363427-1116465871058439577,"2,99"
1673896839180-4274283849639371942,"9,99"
1673410743016-6154795274608254002,"2,99"
1673715940658-8705153149299775702,"9,99"
1673466183943-5538375550133318942,"4,99"
1673466183943-5538375550133318942,"9,99"
1673751572834-1383194753420075301,"4,99"
1673734381295-2191169873997022002,"19,99"
1673391681627-8458857906802765838,"4,99"
1673804894410-8063706468965924127,"2,99"
1673391836733-7577288121644533027,"9,99"
1673804894410-8063706468965924127,"2,99"
1673804894410-8063706468965924127,"2,99"
1673804894410-8063706468965924127,"4,99"
1673848392189-2585537279911154705,"4,99"
1673804894410-8063706468965924127,"4,99"
1673919702975-4598079831182829781,"1,99"
1673900303377-340711954256760118,"4,99"
1673900303377-340711954256760118,"4,99"
1673831439379-4501651278099810822,"9,99"
1673777461893-2154342906119966979,"9,99"
1673777461893-2154342906119966979,"4,99"
1673862363427-1116465871058439577,"2,99"
1673862363427-1116465871058439577,"4,99"
1673777461893-2154342906119966979,"9,99"
1673144515932-4776525434105425381,"4,99"
1673488998929-1358294366265438774,"4,99"
1673720444768-6401073164204122409,"2,99"
1673715940658-8705153149299775702,"4,99"
1673410743016-6154795274608254002,"5,99"
1673198685652-2182478829066029518,"9,99"
1673665788996-137685617947934139,"1,99"
1673126827857-5199878266128944599,"2,99"
1673126827857-5199878266128944599,"4,99"
1673614592207-841035912963765891,"9,99"
1673126827857-5199878266128944599,"19,99"
1673126827857-5199878266128944599,"19,99"
1673126827857-5199878266128944599,"4,99"
1673614592207-841035912963765891,"9,99"
1673614592207-841035912963765891,"2,99"
1672725758250-368411423781320192,"4,99"
1672725758250-368411423781320192,"9,99"
1672725758250-368411423781320192,"49,99"
1672725758250-368411423781320192,"99,99"
1672725758250-368411423781320192,"19,99"
1672725758250-368411423781320192,"4,99"
1672725758250-368411423781320192,"9,99"
1672861813809-1006221995190640504,"1,99"
1672735653653-4786943694219551387,"4,99"
1672725758250-368411423781320192,"4,99"
1672680199123-877706698388765476,"2,99"
1672579382780-6842324984323762165,"1,99"
1672735653653-4786943694219551387,"4,99"
1672735653653-4786943694219551387,"4,99"
1672890189733-7567075083627729188,"4,99"
1672868465989-2587475740495617243,"4,99"
1672861813809-1006221995190640504,"4,99"
1672861813809-1006221995190640504,"2,99"
1672861813809-1006221995190640504,"19,99"
1672861813809-1006221995190640504,"4,99"
1674070455376-6241148189664122574,"2,99"
1674003640748-700372152099542771,"4,99"
1673817540686-874877543338274819,"4,99"
1673997616309-132806787928748372,"1,99"
1673898030204-8247130431493660259,"4,99"
1673922267358-3591805125757673656,"9,99"
1673922267358-3591805125757673656,"2,99"
1673922267358-3591805125757673656,"4,99"
1673862363427-1116465871058439577,"9,99"
1673922267358-3591805125757673656,"4,99"
1673900303377-340711954256760118,"4,99"
1673997616309-132806787928748372,"1,99"
1673900303377-340711954256760118,"4,99"
1673665788996-137685617947934139,"4,99"
1673720444768-6401073164204122409,"1,99"
1673900303377-340711954256760118,"4,99"
1674003640748-700372152099542771,"4,99"
1673958758791-7151769907364882426,"1,99"
1673958758791-7151769907364882426,"4,99"
1674015211612-8250481782696336664,"4,99"
1674003640748-700372152099542771,"4,99"
1673817540686-874877543338274819,"2,99"
1673633226329-4813168288798767284,"2,99"
1674055491532-2983145493587077200,"4,99"
1673633226329-4813168288798767284,"9,99"
1673633226329-4813168288798767284,"4,99"
1673633226329-4813168288798767284,"4,99"
1674055491532-2983145493587077200,"4,99"
1674055491532-2983145493587077200,"2,99"
1673633226329-4813168288798767284,"4,99"
1673633226329-4813168288798767284,"4,99"
1673633226329-4813168288798767284,"4,99"
1673633226329-4813168288798767284,"4,99"
1673633226329-4813168288798767284,"2,99"
1673804894410-8063706468965924127,"9,99"
1673900303377-340711954256760118,"9,99"
1673778819137-6050511183152546918,"1,478079552"
1673778819137-6050511183152546918,"3,800775992"
1673997237772-6363358275539230936,"4,99"
1673896839180-4274283849639371942,"9,99"
1673476408512-2573452704840086997,"9,99"
1673476408512-2573452704840086997,"5,99"
1673476408512-2573452704840086997,"5,99"
1673804894410-8063706468965924127,"4,99"
1673472688425-6555229487423664560,"9,99"
1673758510405-2011308112947298959,"9,99"
1673809980075-7290948890563656399,"4,99"
1673476408512-2573452704840086997,"5,99"
1673476408512-2573452704840086997,"9,99"
1673610344235-6776756737139386891,"2,99"
1673476408512-2573452704840086997,"19,99"
1673777461893-2154342906119966979,"4,99"
1673777461893-2154342906119966979,"4,99"
1673777461893-2154342906119966979,"4,99"
1673758510405-2011308112947298959,"1,99"
1673397517208-5541001635634682774,"1,99"
1673762985345-2034425483046462659,"4,99"
1673762985345-2034425483046462659,"2,99"
1673758510405-2011308112947298959,"2,99"
1673466183943-5538375550133318942,"4,99"
1673198685652-2182478829066029518,"4,99"
1673198685652-2182478829066029518,"4,99"
1673734381295-2191169873997022002,"2,99"
1674003640748-700372152099542771,"9,99"
1674003640748-700372152099542771,"4,99"
1674174840844-4011526515616317260,"4,99"
1674174840844-4011526515616317260,"4,99"
1674217921682-6214449448598692429,"1,99"
1673778819137-6050511183152546918,"7,386935045"
1673778819137-6050511183152546918,"3,798995166"
1673778819137-6050511183152546918,"15,00304799"
1673778819137-6050511183152546918,"15,00304799"
1673862363427-1116465871058439577,"4,99"
1674183850674-8856370779568763419,"1,99"
1673862363427-1116465871058439577,"2,99"
1674178668373-5051688734656575265,"4,99"
1673862363427-1116465871058439577,"9,99"
1673633226329-4813168288798767284,"4,99"
1673633226329-4813168288798767284,"19,99"
1673633226329-4813168288798767284,"9,99"
1673633226329-4813168288798767284,"4,99"
1674184179059-1930381021795716535,"4,99"
1673862363427-1116465871058439577,"2,99"
1673862363427-1116465871058439577,"4,99"
1674242545230-6467421232101826811,"1,99"
1674148039448-9153813700456078433,"9,99"
1674392150767-6447681183379761331,"4,99"
1674415430124-5151339368335862925,"1,99"
1674003640748-700372152099542771,"1,99"
1674271942210-87295429614746399,"1,99"
1674301722655-997496746279453827,"4,99"
1674003640748-700372152099542771,"4,99"
1674392150767-6447681183379761331,"1,99"
1674303694833-6205159071745296736,"2,99"
1673778819137-6050511183152546918,"7,417295565"
1673778819137-6050511183152546918,"15,09949454"
1673924305842-2138606797448681330,"4,99"
1674355334404-5632960839138106930,"4,99"
1674305479261-9169887499624739965,"4,99"
1674347869067-4109476319833582658,"2,99"
1674232676972-6178504631050407232,"4,99"
1674347869067-4109476319833582658,"9,99"
1674347869067-4109476319833582658,"9,99"
1674347869067-4109476319833582658,"4,99"
1674347869067-4109476319833582658,"4,99"
1674055491532-2983145493587077200,"4,99"
1674347869067-4109476319833582658,"4,99"
1674355334404-5632960839138106930,"4,99"
1674347869067-4109476319833582658,"2,99"
1674347869067-4109476319833582658,"4,99"
1674347869067-4109476319833582658,"4,99"
1674003640748-700372152099542771,"4,99"
1673817540686-874877543338274819,"4,99"
1672804053631-4740002742240891755,"2,99"
1672804053631-4740002742240891755,"19,99"
1672735653653-4786943694219551387,"1,99"
1672735653653-4786943694219551387,"4,99"
1672735653653-4786943694219551387,"4,99"
1672878546884-8504240120713449588,"9,99"
1674242545230-6467421232101826811,"4,99"
1674003640748-700372152099542771,"4,99"
1674174840844-4011526515616317260,"9,99"
1674265401999-1709754723484139065,"5,49"
1675018248952-1822700049624084206,"19,99"
1674992672627-2449730529934400636,"9,99"
1674992672627-2449730529934400636,"1,99"
1674992672627-2449730529934400636,"4,99"
1674992672627-2449730529934400636,"1,99"
1674460867228-7670623291692771055,"9,99"
1674709248722-8823640920984179239,"4,99"
1674905816822-118265586712209013,"9,99"
1675024358187-4933470081368742288,"9,99"
1674460867228-7670623291692771055,"9,99"
1674840247965-6302198744424142679,"4,99"
1674613271463-8128867002714174378,"4,99"
1675005974505-2108460584369992953,"1,99"
1674460867228-7670623291692771055,"4,99"
1675004559233-7808038254938179133,"9,99"
1675004559233-7808038254938179133,"2,99"
1674992672627-2449730529934400636,"4,99"
1674868954724-5207880043078330855,"4,99"
1674868954724-5207880043078330855,"4,99"
1674868954724-5207880043078330855,"9,99"
1674460867228-7670623291692771055,"19,99"
1674922106925-7484595913540175821,"2,99"
1674840247965-6302198744424142679,"9,99"
1674772122710-1643741389835227036,"19,99"
1674794245045-2053478448898832680,"2,99"
1674781973119-3142069436437633648,"4,99"
1674764141736-877740418093250251,"4,99"
1674772122710-1643741389835227036,"4,99"
1674772122710-1643741389835227036,"4,99"
1674772122710-1643741389835227036,"4,99"
1674772122710-1643741389835227036,"4,99"
1674772122710-1643741389835227036,"1,99"
1674342062545-6275092538755478043,"19,99"
1674342062545-6275092538755478043,"1,99"
1674342062545-6275092538755478043,"9,99"
1674772122710-1643741389835227036,"1,99"
1674761786028-6533181781921611243,"4,99"
1674342062545-6275092538755478043,"19,99"
1674796207146-7111382286098053570,"4,99"
1674342062545-6275092538755478043,"19,99"
1674342062545-6275092538755478043,"19,99"
1674342062545-6275092538755478043,"1,99"
1674460867228-7670623291692771055,"49,99"
1674905816822-118265586712209013,"4,99"
1674696515292-4993270530834379302,"9,99"
1674670692664-6857867002691633559,"9,99"
1674670692664-6857867002691633559,"4,99"
1674670692664-6857867002691633559,"1,99"
1674670692664-6857867002691633559,"9,99"
1674709248722-8823640920984179239,"4,99"
1674992672627-2449730529934400636,"4,99"
1674578541428-8922809304631956210,"19,99"
1674807661634-6473981628285262138,"9,99"
1674670692664-6857867002691633559,"4,99"
1674460867228-7670623291692771055,"4,99"
1674508785232-7552682509579297355,"1,99"
1674003640748-700372152099542771,"9,99"
1674460867228-7670623291692771055,"2,99"
1674392150767-6447681183379761331,"4,99"
1674392150767-6447681183379761331,"9,99"
1674392150767-6447681183379761331,"1,99"
1674342062545-6275092538755478043,"4,99"
1674342062545-6275092538755478043,"4,99"
1673958758791-7151769907364882426,"4,99"
1673958758791-7151769907364882426,"2,99"
1674342062545-6275092538755478043,"1,99"
1674347869067-4109476319833582658,"1,99"
1674347869067-4109476319833582658,"4,99"
1674342062545-6275092538755478043,"1,99"
1674340312883-59009064303661330,"1,99"
1674340312883-59009064303661330,"4,99"
1674003640748-700372152099542771,"1,99"
1674441420435-6638922045858621807,"1,99"
1674340312883-59009064303661330,"4,99"
1674392150767-6447681183379761331,"1,99"
1674342062545-6275092538755478043,"2,99"
1674342062545-6275092538755478043,"4,99"
1674347869067-4109476319833582658,"2,99"
1673900303377-340711954256760118,"1,99"
1674347869067-4109476319833582658,"1,99"
1673900303377-340711954256760118,"4,99"
1674347869067-4109476319833582658,"4,99"
1673900303377-340711954256760118,"2,99"
1674347869067-4109476319833582658,"9,99"
1673862363427-1116465871058439577,"9,99"
1673862363427-1116465871058439577,"2,99"
1674342062545-6275092538755478043,"4,99"
1674342062545-6275092538755478043,"4,99"
1674215951197-7189569431863332441,"1,99"
1674439513210-7338807343467994181,"1,99"
1674439513210-7338807343467994181,"2,99"
1674439513210-7338807343467994181,"4,99"
1674003640748-700372152099542771,"9,99"
1674392150767-6447681183379761331,"4,99"
1674215951197-7189569431863332441,"1,99"
1674215951197-7189569431863332441,"1,99"
1674426236922-92026124124251559,"4,99"
1674426236922-92026124124251559,"19,99"
1674392150767-6447681183379761331,"4,99"
1673862363427-1116465871058439577,"4,99"
1674415430124-5151339368335862925,"4,99"
1672725758250-368411423781320192,"19,99"
1672725758250-368411423781320192,"49,99"
1672725758250-368411423781320192,"99,99"
1672725758250-368411423781320192,"9,99"
1672725758250-368411423781320192,"19,99"
1672725758250-368411423781320192,"49,99"
1672861813809-1006221995190640504,"1,99"
1672861813809-1006221995190640504,"1,99"
1672977031096-2680714092630606122,"2,99"
1672977031096-2680714092630606122,"19,99"
1672977031096-2680714092630606122,"9,99"
1673126827857-5199878266128944599,"4,99"
