UserID,PaymentRevenue
1673972344482-7061222079866133434,"2,962200861"
1673672562181-8569610003071305623,"5,894603931"
1673670959707-4461760122653175614,"4,99"
1673739961003-283241321366895883,"4,154765169"
1673676548090-4709492306971194574,"6,059673806"
1673639496505-4665998075178893101,"3,064250593"
1673606540036-6494864443960941150,"13,00645441"
1673645028619-3010374729274518850,"2,592612681"
1673645028619-3010374729274518850,"6,49780333"
1673723649894-529493145426387082,"26,02375658"
1673625536962-3029069623219962180,"2,12963052"
1673625536962-3029069623219962180,"8,874325203"
1673713741640-6899906206188433427,"1,177348368"
1673705022816-5647480489972838171,"6,770058674"
1673537581631-1045055346906437675,"4,368759929"
1673537581631-1045055346906437675,"2,12963052"
1673597807891-7230893337204695517,"2,12963052"
1673639496505-4665998075178893101,"3,06197384"
1673537581631-1045055346906437675,"1,365049746"
1673597807891-7230893337204695517,"0,9281464465"
1673597807891-7230893337204695517,"2,12963052"
1673634175137-4655064172059089115,"6,24789494"
1673634175137-4655064172059089115,"12,97639718"
1673705022816-5647480489972838171,"13,54056872"
1673537581631-1045055346906437675,"46,42070249"
1673645028619-3010374729274518850,"2,592612681"
1673623313430-3835374510573251351,"2,911044436"
1673623313430-3835374510573251351,"1,190881815"
1673630051022-6068238944137604885,"2,343073872"
1673623313430-3835374510573251351,"2,911044436"
1673611976096-6719042380256102531,"5,88488775"
1673623313430-3835374510573251351,"1,190881815"
1673623313430-3835374510573251351,"1,173555874"
1673634175137-4655064172059089115,"12,97627245"
1673670959707-4461760122653175614,"4,99"
1673670959707-4461760122653175614,"4,99"
1673670959707-4461760122653175614,"4,99"
1673670959707-4461760122653175614,"4,99"
1673670959707-4461760122653175614,"9,99"
1673676548090-4709492306971194574,"2,343073872"
1673531851054-7900524729369350448,"5,829368859"
1673676548090-4709492306971194574,"6,059673806"
1673676548090-4709492306971194574,"3,555008633"
1673623313430-3835374510573251351,"1,173555874"
1673611976096-6719042380256102531,"5,884960502"
1673611976096-6719042380256102531,"5,884960502"
1673705994721-3315223787551771064,"2,994880546"
1673739961003-283241321366895883,"1,613026477"
1673739961003-283241321366895883,"1,613026477"
1673739961003-283241321366895883,"1,613026477"
1673566263993-3721715701176109858,"13,54225211"
1673818368646-7482283760190329185,"3,353073473"
1673816536165-4354865589246649674,"5,4"
1673785330406-8068095059099793143,"3,064251798"
1673814641274-8786726912473798522,"3,894342897"
1673715298022-255122404746753934,"2,816892392"
1673768667426-8590678360577139640,"13,00645441"
1673670959707-4461760122653175614,"1,99"
1673670959707-4461760122653175614,"4,99"
1673801308584-3880392720109473320,"4,037908783"
1673537581631-1045055346906437675,"2,457307994"
1673785330406-8068095059099793143,"3,0642524"
1673537581631-1045055346906437675,"1,365049746"
1673537581631-1045055346906437675,"1,365049746"
1673785330406-8068095059099793143,"3,064253002"
1673768667426-8590678360577139640,"2,592609869"
1673746278521-8406437929878974693,"6,770059285"
1673801308584-3880392720109473320,"4,037908783"
1673721827047-109964056652353602,"3,064253002"
1673794702855-4085936612867003776,"3,064250593"
1673781153081-2016458875804937136,"3,342530482"
1673794702855-4085936612867003776,"3,064250593"
1673795203554-5392071183220901338,"1,96576731"
1673795203554-5392071183220901338,"0,7725441798"
1673581911443-6642630522119411726,"3,064250593"
1673741223311-6552820004153785357,"0,9281464465"
1673776988993-4746767823999339142,"2,093632471"
1673787236409-8334075249800571069,"1,767005313"
1673537581631-1045055346906437675,"1,365049746"
1673783246156-1492949259528038860,"6,687367749"
1673781153081-2016458875804937136,"3,342530482"
1673676548090-4709492306971194574,"12,11934761"
1673634175137-4655064172059089115,"6,24789494"
1673776988993-4746767823999339142,"2,093632471"
1673712054508-8838725059137124354,"1,400558604"
1673772055036-1074424401435396659,"12,11934761"
1673640818689-2006774909778003336,"4,368759929"
1673768667426-8590678360577139640,"6,49780333"
1673623313430-3835374510573251351,"1,190881815"
1673741223311-6552820004153785357,"4,368759929"
1673744139137-852607876055348962,"1,177348368"
1673739961003-283241321366895883,"4,154765169"
1673639492435-5392036072612301587,"1,491972336"
1673639492435-5392036072612301587,"2,237958504"
1673639492435-5392036072612301587,"7,459861681"
1673812707841-4135655332639279106,"12,67503976"
1673705994721-3315223787551771064,"2,994880546"
1674169604808-7447048291659030997,"1,99"
1674169604808-7447048291659030997,"9,99"
1674153879144-4911203523760981457,"12,98420021"
1673772013393-4467137317706923361,"3,792317923"
1673731831705-7773179850929462092,"1,736694007"
1673731831705-7773179850929462092,"3,014420881"
1673652258929-7505970053915198503,"1,721200054"
1673670959707-4461760122653175614,"4,99"
1673670959707-4461760122653175614,"9,99"
1673670959707-4461760122653175614,"4,99"
1673670959707-4461760122653175614,"99,99"
1673910594186-3680214415438600643,"5,746420559"
1673681577899-7871849731513935048,"3,35097788"
1673719633366-536956342564143077,"2,588092608"
1673731453520-2749266061736593803,"2,116848978"
1673727532917-3437638858179968162,"10,77"
1674171806527-118612567848284690,"4,918959456"
1673617701230-1254440650165122365,"12,93670831"
1673617701230-1254440650165122365,"2,691397257"
1673617701230-1254440650165122365,"2,686605813"
1673617701230-1254440650165122365,"2,686605813"
1673617701230-1254440650165122365,"6,475535664"
1673617701230-1254440650165122365,"2,69183369"
1673617701230-1254440650165122365,"2,691513625"
1673603062264-736012863630460207,"1,733213853"
1674413760226-5967902830288622555,"1,619038202"
1674413760226-5967902830288622555,"1,619038202"
1674349696315-6675622780619070658,"6,515479976"
1674340683057-8273698982669744959,"13,04182303"
1674340683057-8273698982669744959,"6,515472888"
1674366864235-3442960014772016519,"8,217873872"
1674349696315-6675622780619070658,"3,904932833"
1674291933480-7109280633634493580,"2,27512698"
1674291933480-7109280633634493580,"5,7178685"
1674396809009-4828755654301387265,"6,515472888"
1674401486999-8590388788264160800,"2,599662805"
1673922225341-1149308068658757168,"3,584871841"
1673922225341-1149308068658757168,"3,584871841"
1673816536165-4354865589246649674,"5,42"
1674403120421-623035848226963261,"52,08899279"
1674340683057-8273698982669744959,"6,515472888"
1674340683057-8273698982669744959,"3,904932833"
1674340683057-8273698982669744959,"6,515472888"
1674393103162-8560394561479250459,"1,947412017"
1674388187536-2768882517962716821,"46,27285351"
1673876045657-5054370085940805028,"2,164572796"
1674388187536-2768882517962716821,"2,122847691"
1674389231512-6294336166766042088,"23,5575014"
1674340683057-8273698982669744959,"13,04182303"
1673911427346-3515849166753221586,"2,993584244"
1673922225341-1149308068658757168,"3,584871841"
1673922225341-1149308068658757168,"3,584871841"
1674340683057-8273698982669744959,"6,515472888"
1674340683057-8273698982669744959,"6,515472888"
1674373809525-8051789196529307679,"1,211890296"
1674373809525-8051789196529307679,"1,211890296"
1673922225341-1149308068658757168,"59,41593144"
1674367013487-7724740905959149718,"3,574241592"
1674367076399-4573493252388746320,"6,09245726"
1673783246156-1492949259528038860,"4,081200251"
1674347938299-147484464829098174,"6,515472888"
1674139926581-7708476542017682374,"2,993588268"
1674399372805-3730427916179682557,"2,065194944"
1674399372805-3730427916179682557,"20,65194944"
1674399372805-3730427916179682557,"20,65194944"
1674139926581-7708476542017682374,"2,993588268"
1673808468887-1799280547688588764,"7,146364498"
1674235227217-804569607673112648,"2,620369589"
1673835883574-2915187232450039280,"3,799612851"
1673712054508-8838725059137124354,"1,404992813"
1673816536165-4354865589246649674,"2,15"
1673816536165-4354865589246649674,"10,78"
1673922225341-1149308068658757168,"2,915616106"
1674201524633-8808509339871255450,"3,096127989"
1673789020843-7629133686459433812,"4,358951585"
1673789020843-7629133686459433812,"2,124849266"
1673789020843-7629133686459433812,"2,124849266"
1673742042762-8815148056633322112,"25,673344"
1673939851003-2423766279817013743,"3,012853812"
1673939851003-2423766279817013743,"1,157474726"
1673975678212-4308238852693372162,"2,955756043"
1674155436952-90377651403891475,"7,370030823"
1673816010981-8727078389580917287,"12,98574709"
1674252263048-7028793785199138548,"1,482996649"
1674252263048-7028793785199138548,"2,224599366"
1674252263048-7028793785199138548,"15,09478732"
1674252263048-7028793785199138548,"2,224599366"
1673705994721-3315223787551771064,"2,993603412"
1674475518820-8505362675395722200,"15,145923"
1674444643613-1361820431151525397,"4,99"
1674501019454-1574645530574894983,"2,993603412"
1674494728715-542030404889725662,"1,402014445"
1674340683057-8273698982669744959,"13,02557206"
1674340683057-8273698982669744959,"6,508435976"
1674340683057-8273698982669744959,"26,06634041"
1674340683057-8273698982669744959,"6,508435976"
1674391335386-4168247061511941295,"1,935182591"
1674391335386-4168247061511941295,"9,705799944"
1674353022104-6179460686831546964,"1,486224425"
1674482544391-2099448808363821516,"2,356841389"
1674391335386-4168247061511941295,"4,859199273"
1674293111031-169687758593271858,"6,365241473"
1673928754812-8761565196423213420,"1,483639903"
1674155436952-90377651403891475,"1,484045189"
1673939851003-2423766279817013743,"5,758669688"
1673939851003-2423766279817013743,"2,993644602"
1674252263048-7028793785199138548,"1,482996649"
1674252263048-7028793785199138548,"2,224599366"
1674252263048-7028793785199138548,"15,09478732"
1674252263048-7028793785199138548,"2,224599366"
1674327961011-9017921583641272249,"19,99"
1673794702855-4085936612867003776,"1,150196897"
1674327961011-9017921583641272249,"4,99"
1673742042762-8815148056633322112,"6,313435457"
1674158511044-7824997488737487999,"2,599662805"
1673903917915-5285392274784881068,"5,41"
1674314687498-6032297752192896782,"6,822053075"
1673903917915-5285392274784881068,"5,41"
1673835883574-2915187232450039280,"3,814609148"
1673922225341-1149308068658757168,"5,934954492"
1673783246156-1492949259528038860,"4,081200251"
1673869867430-2500613555991784936,"1,483459113"
1673922225341-1149308068658757168,"59,36981758"
1673922225341-1149308068658757168,"59,36981758"
1673922225341-1149308068658757168,"59,36981758"
1673922844366-4841514595750605328,"2,993526762"
1673842062078-2447374527198539399,"2,839576817"
1673939851003-2423766279817013743,"5,758554689"
1674270270775-2041717319000291200,"10,54977377"
1673821671183-7366848845935495677,"1,619028169"
1673821671183-7366848845935495677,"4,170224072"
1673742042762-8815148056633322112,"2,525521365"
1674268205559-118351742768180782,"3,565510241"
1674391335386-4168247061511941295,"48,60700797"
1674353022104-6179460686831546964,"1,489845189"
1674353022104-6179460686831546964,"1,489845189"
1674590038897-6945837356630163322,"6,083659843"
1674153879144-4911203523760981457,"26,11042785"
1674396809009-4828755654301387265,"13,04977198"
1674583627477-6655642402630197592,"3,394981036"
1674565061244-7643950636576331200,"6,083564978"
1674565061244-7643950636576331200,"12,15293727"
1674391335386-4168247061511941295,"19,44078751"
1674577702237-67969475996899223,"3,563936194"
1674340683057-8273698982669744959,"6,494703401"
1674351646870-3778702076808186725,"2,90718162"
1674561960597-8518661322906684082,"12,1390676"
1674561960597-8518661322906684082,"2,346886402"
1674490202109-1847997242774128348,"22,70635861"
1674544402311-3200275449724697414,"6,070711119"
1674482544391-2099448808363821516,"6,070711119"
1674561960597-8518661322906684082,"6,070711119"
1674362030610-8246606684388427176,"3,682129971"
1674153879144-4911203523760981457,"2,596420633"
1674470218554-28437322082495842,"3,65747536"
1674414473762-2120316024552816398,"2,599097385"
1674176761403-3862752227249113783,"1,15015626"
1674490202109-1847997242774128348,"11,36014621"
1674486581643-459103656514729975,"13,03742688"
1674621099400-2208155677091661118,"2,609745817"
1675124232754-6946767737712106934,"0,7575934868"
1675124232754-6946767737712106934,"0,7575934868"
1675124232754-6946767737712106934,"3,789297129"
1675020394829-8811701264168118422,"5,953919123"
1674604606385-4524850387777685638,"3,047601622"
1675119159301-7350863178719072900,"1,75702512"
1675119159301-7350863178719072900,"3,046943451"
1675098880177-1485112726012337686,"3,046943451"
1675098880177-1485112726012337686,"5,861310717"
1674898526592-5637181093880508215,"13,00419735"
1675102921216-1296873251742229205,"7,46006282"
1675002300878-356751315061312057,"6,496675741"
1675007945861-4900439313091368316,"5,855588573"
1674898526592-5637181093880508215,"6,496887134"
1675109455713-601043545554384936,"2,450206609"
1675109455713-601043545554384936,"2,450206609"
1675109455713-601043545554384936,"2,450206609"
1675109455713-601043545554384936,"2,450206609"
1675109455713-601043545554384936,"2,450206609"
1675109455713-601043545554384936,"2,450206609"
1675109455713-601043545554384936,"2,450206609"
1675109455713-601043545554384936,"2,450206609"
1675109455713-601043545554384936,"4,356134631"
1674849553958-6843982510361998898,"5,42"
1675108180340-7608049581783943013,"4,209221342"
1675019658760-4718236987184632423,"6,501964701"
1675108154165-8415767335708810838,"6,501964701"
1675108154165-8415767335708810838,"6,501964701"
1674898526592-5637181093880508215,"13,0147841"
1674680808890-3614089488215839838,"13,0147841"
1675098880177-1485112726012337686,"3,038512513"
1675098880177-1485112726012337686,"3,048613555"
1674898526592-5637181093880508215,"43,01875504"
1674761088469-5572492623777194094,"13,01875504"
1674827120260-334965269442537877,"2,598385305"
1674827120260-334965269442537877,"6,512271119"
1674714335596-6606438486295648096,"6,939501122"
1674660292869-7849070555356402705,"13,0584417"
1674848990542-8879615924258934575,"5,888124072"
1675027486384-5691316595232137426,"3,3486483"
1674827120260-334965269442537877,"2,602975451"
1674827120260-334965269442537877,"2,602975451"
1675040719059-3083106495575201648,"1,174555865"
1675085412390-7467295295365330426,"1,340721992"
1674680808890-3614089488215839838,"13,08169348"
1674954993954-4994767993940475162,"1,381682474"
1675074112784-2348770293921433860,"6,497792298"
1675074112784-2348770293921433860,"25,99730356"
1674801664670-4174751118809999049,"13,07111164"
1674680808890-3614089488215839838,"13,07111164"
1674687564501-6402273028980797343,"5,225483252"
1674937441095-4654683264900996224,"13,04652026"
1674803455972-5830885963274628299,"2,121121274"
1675050545670-8565032717894083526,"3,834210853"
1674986463583-1672619139962699922,"12,21403856"
1674847672133-254806351672314990,"1,636884033"
1674847672133-254806351672314990,"1,636884477"
1674648424517-7231557803974844770,"1,193902569"
1674648424517-7231557803974844770,"1,790853854"
1674648424517-7231557803974844770,"5,969512845"
1675007486564-5236790606619698874,"2,359670822"
1674936988612-6672827507727182862,"6,139522725"
1675007486564-5236790606619698874,"3,578792439"
1674648189824-5933988179085495390,"3,051238296"
1674898526592-5637181093880508215,"38,03884466"
1675019550608-2819166275301267122,"4,99"
1674516895056-5507281589872545934,"9,99"
1674516895056-5507281589872545934,"9,99"
1674252263048-7028793785199138548,"7,450839098"
1674252263048-7028793785199138548,"15,16777959"
1674516895056-5507281589872545934,"4,99"
1674516895056-5507281589872545934,"4,99"
1674399372805-3730427916179682557,"10,42639616"
1674399372805-3730427916179682557,"5,21319808"
1674399372805-3730427916179682557,"5,21319808"
1674399372805-3730427916179682557,"5,21319808"
1674601492052-6773470349855507626,"7,455452076"
1674796225020-7306069584805652841,"3,834232496"
1674347180323-2443982255184237115,"2,739906966"
1674680808890-3614089488215839838,"2,597769614"
1674764427279-4223009726752489740,"1,99"
1674847337290-4891339488407380663,"13,02751097"
1674852974462-1350819968941372534,"6,50832283"
1674571289374-6536969728615733559,"2,978163966"
1674847337290-4891339488407380663,"6,50832283"
1674847337290-4891339488407380663,"6,50832283"
1674813902686-6411402184811789644,"12,32776552"
1674391335386-4168247061511941295,"19,53467047"
1674850265473-2431047325019494055,"1,173312565"
1674813902686-6411402184811789644,"1,76094824"
1674813902686-6411402184811789644,"3,053746726"
1674751246564-2725144416957359886,"6,09050471"
1674804954213-2648060072000387133,"5,43"
1674414473762-2120316024552816398,"6,503044706"
1674827120260-334965269442537877,"2,594703981"
1674827120260-334965269442537877,"2,594703981"
1674565061244-7643950636576331200,"6,086376437"
1674730428481-5173000769252660591,"2,121930958"
1674829398106-7344239859384402567,"2,121930958"
1674829398106-7344239859384402567,"1,360114484"
1674829398106-7344239859384402567,"2,121930958"
1674827120260-334965269442537877,"6,506343413"
1674482544391-2099448808363821516,"12,15401539"
1674565061244-7643950636576331200,"12,15401539"
1674825176330-7222887378730406172,"5,675562406"
1674501073791-4370642007824093625,"1,492114574"
1674501073791-4370642007824093625,"1,492114574"
1674501073791-4370642007824093625,"7,460572871"
1674634050849-3816817757639854035,"3,347518258"
1674634050849-3816817757639854035,"6,90888641"
1674813902686-6411402184811789644,"1,182321938"
1674801664670-4174751118809999049,"6,522567649"
1674801664670-4174751118809999049,"13,04926069"
1674813902686-6411402184811789644,"3,077195161"
1674813902686-6411402184811789644,"5,919216413"
1674813902686-6411402184811789644,"3,077014171"
1674813902686-6411402184811789644,"5,919216413"
1674813902686-6411402184811789644,"3,077014171"
1674813902686-6411402184811789644,"5,919156831"
1674813902686-6411402184811789644,"3,077014171"
1674813902686-6411402184811789644,"1,774365452"
1674813902686-6411402184811789644,"3,077014171"
1674660292869-7849070555356402705,"13,03289202"
1674730428481-5173000769252660591,"2,119426115"
1674730428481-5173000769252660591,"2,119426115"
1674787738571-7597632517544632652,"2,232170142"
1674648424517-7231557803974844770,"1,194029851"
1674648424517-7231557803974844770,"5,970149254"
1674787738571-7597632517544632652,"3,826577387"
1674709713754-3238759763492470978,"3,827792303"
1674687564501-6402273028980797343,"10,47285736"
1674753411980-4645565177754640844,"3,651867585"
1674709713754-3238759763492470978,"3,830041891"
1674614313253-2395836539293980080,"19,99"
1674614313253-2395836539293980080,"4,99"
1674392663906-5261118996046611400,"10,91"
1674889579522-5183525479990677785,"2,59853221"
1674889579522-5183525479990677785,"6,512639304"
1674516895056-5507281589872545934,"4,99"
1674790490080-8945860945776887635,"1,489439739"
1674790490080-8945860945776887635,"3,829987901"
1674516895056-5507281589872545934,"9,99"
1674516895056-5507281589872545934,"9,99"
1674516895056-5507281589872545934,"9,99"
1674516895056-5507281589872545934,"4,99"
1674999838753-3878315371663854334,"12,19462543"
1674922332995-3866517416419646019,"12,19462298"
1674676310616-3639255522003146872,"1,125849643"
1674939077787-5656430764492590875,"3,05135714"
1674939077787-5656430764492590875,"3,05135714"
1674937441095-4654683264900996224,"6,512639304"
1674860657847-130018665586873662,"4,351924247"
1674769805091-4896575581332021499,"3,051357737"
1674769805091-4896575581332021499,"1,172394666"
1675019550608-2819166275301267122,"2,99"
1674761841029-8774419703011283196,"6,512639304"
1674680808890-3614089488215839838,"2,59853221"
1674680808890-3614089488215839838,"13,03615113"
1674680808890-3614089488215839838,"6,512639304"
1675018223396-6759802326373429302,"3,051360126"
1674848990542-8879615924258934575,"1,172395584"
1674946137227-2120764929541851527,"4,233885166"
1674827120260-334965269442537877,"2,59853221"
1674847672133-254806351672314990,"4,233885166"
1674414473762-2120316024552816398,"13,03615113"
1675003604835-4725314230962467964,"1,172395584"
1674847672133-254806351672314990,"1,643743653"
1674847672133-254806351672314990,"1,643743653"
1675007945861-4900439313091368316,"1,172395584"
1675007945861-4900439313091368316,"12,32873066"
1675007945861-4900439313091368316,"12,32873066"
1674784095266-1247182237536660770,"1,643743653"
1674493884534-775772686989619850,"1,99"
1674986463583-1672619139962699922,"23,57627003"
1674660292869-7849070555356402705,"26,08317478"
1674986463583-1672619139962699922,"6,097311214"
1674565061244-7643950636576331200,"12,19462243"
1674676310616-3639255522003146872,"2,913963781"
1674898526592-5637181093880508215,"6,512639304"
1674827120260-334965269442537877,"3,903234575"
1674406393425-5856906255707988643,"2,59853221"
1674406393425-5856906255707988643,"2,59853221"
1674824697217-7089537837579803606,"6,512639304"
1674827120260-334965269442537877,"2,59853221"
1674884809250-403541848464658352,"1,411268743"
1674628303457-9222218989058997388,"1,803269929"
1674801664670-4174751118809999049,"13,03615113"
1674366864235-3442960014772016519,"8,343244298"
1674850265473-2431047325019494055,"3,051355945"
1674957803818-3885048373520574647,"1,172393978"
1674595735271-7517397985987051115,"1,159458912"
1674645261755-2815964662907757777,"8,339039487"
1674672489730-3705397310876853156,"5,44"
1674403970142-1209679497988222428,"13,06925944"
1674340683057-8273698982669744959,"13,06826232"
1674340683057-8273698982669744959,"26,14742395"
1674413760226-5967902830288622555,"1,643527855"
1674413760226-5967902830288622555,"4,233329324"
1674413760226-5967902830288622555,"4,226737821"
1674613475236-7748125218550053497,"8,328671763"
1674584350799-8437241799373670054,"6,329946001"
1674391335386-4168247061511941295,"4,85536765"
1674153879144-4911203523760981457,"13,02850189"
1674596481782-6395513657260827901,"4,013792653"
1674613475236-7748125218550053497,"41,92402565"
1674340683057-8273698982669744959,"6,526831926"
1674340683057-8273698982669744959,"13,06456007"
1674340683057-8273698982669744959,"6,526831926"
1674486581643-459103656514729975,"6,525758224"
1674516895056-5507281589872545934,"4,99"
1675203210460-126689856568953077,"8,415393045"
1675203210460-126689856568953077,"4,270498698"
1675203210460-126689856568953077,"16,95638897"
1675176500273-4444719992294364996,"5,878199934"
1674516895056-5507281589872545934,"1,99"
1674516895056-5507281589872545934,"4,99"
1674516895056-5507281589872545934,"4,99"
1674516895056-5507281589872545934,"4,99"
1674516895056-5507281589872545934,"9,99"
1674516895056-5507281589872545934,"4,99"
1674516895056-5507281589872545934,"4,99"
1674889579522-5183525479990677785,"2,59853221"
1674889579522-5183525479990677785,"6,512639304"
1674516895056-5507281589872545934,"1,99"
1674391335386-4168247061511941295,"48,7236196"
1674930950023-601114719677374491,"4,351924247"
1674946137227-2120764929541851527,"4,233885166"
1674898332113-6091976971180822544,"1,99"
1674898526592-5637181093880508215,"65,22424572"
1674860657847-130018665586873662,"4,351924247"
1674749306957-6127189094332900159,"4,233885166"
1674749306957-6127189094332900159,"4,233885166"
1674749306957-6127189094332900159,"4,233885166"
1674930950023-601114719677374491,"2,121423664"
1674351646870-3778702076808186725,"2,913963781"
1674650020946-3905089586366115411,"6,512639304"
1674494825066-1821549667516159313,"2,913963781"
1674892211411-3775069943401891713,"13,03615113"
1674922332995-3866517416419646019,"2,357627003"
1674827120260-334965269442537877,"6,512639304"
1674827120260-334965269442537877,"2,59853221"
1674827120260-334965269442537877,"2,59853221"
1674898332113-6091976971180822544,"9,99"
1674922332995-3866517416419646019,"3,577089245"
1674565061244-7643950636576331200,"3,577089245"
1674922332995-3866517416419646019,"3,577089245"
